task,condition,channel,method,time_s,mean,ci_low,ci_high
2,1,F3,SELECTED,0.01171875,3.8922242091696764,-1.6008841199601422,9.9449347244586814
2,1,F3,SELECTED,0.015625,3.6029744090620319,-2.065284863757368,9.69792055167032
2,1,F3,SELECTED,0.01953125,3.263645263052573,-2.36012546606691,9.3970847612201869
2,1,F3,SELECTED,0.0234375,2.8927064136635248,-2.7516903621699105,9.2583519673722101
2,1,F3,SELECTED,0.02734375,2.5190795618719872,-3.104660893552496,9.0504192927505365
2,1,F3,SELECTED,0.03125,2.1690671319315666,-3.4698153580981339,8.7837175691975524
2,1,F3,SELECTED,0.03515625,1.8515163110082957,-3.8363636526075986,8.5719115274554802
2,1,F3,SELECTED,0.0390625,1.551396124156172,-4.2448244271907756,8.4425777284693613
2,1,F3,SELECTED,0.04296875,1.2389745172689344,-4.6834835340674132,8.2329124937011624
2,1,F3,SELECTED,0.046875,0.89039696379284139,-5.2295320476478304,8.072680694565685
2,1,F3,SELECTED,0.05078125,0.50536840582006004,-5.8586768493125101,7.9312097649142412
2,1,F3,SELECTED,0.0546875,0.10924175951539224,-6.4602775494421216,7.7959469304031863
2,1,F3,SELECTED,0.05859375,-0.26154781667286658,-6.9772984053793552,7.6366174460509031
2,1,F3,SELECTED,0.0625,-0.58037351623062383,-7.4224552690711292,7.4423348375604741
2,1,F3,SELECTED,0.06640625,-0.84370962165907526,-7.7800573736902248,7.2092219241683875
2,1,F3,SELECTED,0.0703125,-1.068292221204326,-8.1574998686810769,7.0438615702250473
2,1,F3,SELECTED,0.07421875,-1.2744592117404447,-8.4154621945929726,6.9168527651707841
2,1,F3,SELECTED,0.078125,-1.4675283548391092,-8.5683138778123116,6.7511261823271891
2,1,F3,SELECTED,0.08203125,-1.6308891458432275,-8.7836512410235699,6.6057621516217493
2,1,F3,SELECTED,0.0859375,-1.7370647966887292,-8.9081670530983796,6.5168893960269889
2,1,F3,SELECTED,0.08984375,-1.7706325154877485,-8.8081767066080978,6.4340633735497894
2,1,F3,SELECTED,0.09375,-1.7472700330437827,-8.7026453100245984,6.5418057612894867
2,1,F3,SELECTED,0.09765625,-1.7137819715848315,-8.6327927059742002,6.6641936860623963
2,1,F3,SELECTED,0.1015625,-1.7259584120139098,-8.6904285526667788,6.5956568451096809
2,1,F3,SELECTED,0.10546875,-1.8161531385797147,-8.8088078837029915,6.5289287602728772
2,1,F3,SELECTED,0.109375,-1.9699006621365074,-9.1342357852838099,6.4886052736352831
2,1,F3,SELECTED,0.11328125,-2.1273939681952205,-9.4150725478469042,6.4801888880450385
2,1,F3,SELECTED,0.1171875,-2.2134915468286986,-9.6076242524014628,6.7481266854480157
2,1,F3,SELECTED,0.12109375,-2.1825936258533654,-9.7643612347361834,7.054793007569911
2,1,F3,SELECTED,0.125,-2.0511670634998027,-9.6652616209812674,7.5431952821548682
2,1,F3,SELECTED,0.12890625,-1.8943382233682537,-9.8068720161363139,7.8799911886420766
2,1,F3,SELECTED,0.1328125,-1.8061800932790928,-10.048162364249807,8.1371163726796034
2,1,F3,SELECTED,0.13671875,-1.8489251828717659,-10.243605221577504,8.1769532490699852
2,1,F3,SELECTED,0.140625,-2.0230341837494246,-10.511076429124799,8.1476246887753234
2,1,F3,SELECTED,0.14453125,-2.2736724964862352,-10.778001029711861,8.0713396353572779
2,1,F3,SELECTED,0.1484375,-2.5247156749004063,-11.046009563668457,7.9094199373049463
2,1,F3,SELECTED,0.15234375,-2.7169454848348606,-11.246020676594126,7.8012871431579081
2,1,F3,SELECTED,0.15625,-2.8293768052714516,-11.480521678086093,7.7846485656211968
2,1,F3,SELECTED,0.16015625,-2.8767629306837281,-11.684137231559127,7.83547374662104
2,1,F3,SELECTED,0.1640625,-2.8922291591140454,-11.788237981468182,7.9170766264271784
2,1,F3,SELECTED,0.16796875,-2.9111226462191881,-11.858254758863394,7.9192278392499924
2,1,F3,SELECTED,0.171875,-2.9651449597122057,-11.961778149388753,7.8312918341688125
2,1,F3,SELECTED,0.17578125,-3.0818879182196954,-12.083315024138562,7.7401974698487219
2,1,F3,SELECTED,0.1796875,-3.2797315662539099,-12.330791607639371,7.6108249899786795
2,1,F3,SELECTED,0.18359375,-3.557302495461157,-12.575283748735115,7.4165975226480203
2,1,F3,SELECTED,0.1875,-3.8876125977500586,-12.846780126639823,7.1607504749232014
2,1,F3,SELECTED,0.19140625,-4.2254693178154357,-13.224696866599736,6.8602058449653676
2,1,F3,SELECTED,0.1953125,-4.5252297764952605,-13.540725286315547,6.5391492335851247
2,1,F3,SELECTED,0.19921875,-4.7579137312784541,-13.763486712772201,6.2206995998599384
2,1,F3,SELECTED,0.203125,-4.9189018504403377,-13.851804878820049,5.9207113356048637
2,1,F3,SELECTED,0.20703125,-5.0247767904966345,-13.8463830386201,5.7655956428161721
2,1,F3,SELECTED,0.2109375,-5.102871750705865,-13.82155042892272,5.6863075024907763
2,1,F3,SELECTED,0.21484375,-5.1783794669355707,-13.848335189906821,5.6358697942901133
2,1,F3,SELECTED,0.21875,-5.2636845923375448,-13.956703730369007,5.6171979694014595
2,1,F3,SELECTED,0.22265625,-5.3537051978293073,-14.072789259560155,5.6402221368088572
2,1,F3,SELECTED,0.2265625,-5.4291460527606485,-14.2285261971436,5.7050203443062317
2,1,F3,SELECTED,0.23046875,-5.4668886297073298,-14.400164845949542,5.7185983351724481
2,1,F3,SELECTED,0.234375,-5.4533422073501709,-14.485716936884074,5.8199764063546198
2,1,F3,SELECTED,0.23828125,-5.3934209815849403,-14.546980173398627,5.9905907756421106
2,1,F3,SELECTED,0.2421875,-5.3086102589743307,-14.607166764824111,6.1798384982442958
2,1,F3,SELECTED,0.24609375,-5.2248099100659857,-14.736091641755118,6.3878399960150274
